t-SNE1,t-SNE2,Image,ecco_id,estc_id,total_price
2.0004761,-0.78544587,036220180002360,362201800,T133351,18.0
0.85786337,-1.5118874,123130120000400,1231301200,N9842,12.0
0.85786337,-1.5118874,123130120000400,1231301200,N9842,12.0
0.85786337,-1.5118874,123130120000400,1231301200,N9842,12.0
1.4607753,-1.2956393,168150010000330,1681500100,T167430,48.0
0.20738904,1.8975095,155720010403720,1557200104,T192639,756.0
-0.2849077,1.6466346,157060010104760,1570600101,T59882,600.0
-1.459172,-0.44361094,171230130100190,1712301301,T77908,90.0
-1.459172,-0.44361094,171230130100190,1712301301,T77908,90.0
-1.5198317,-0.6418651,171230130100730,1712301301,T77908,90.0
-1.5198317,-0.6418651,171230130100730,1712301301,T77908,90.0
1.9013116,-0.75360143,036220180001710,362201800,T133351,18.0
-1.5122706,-0.5819125,171230130101150,1712301301,T77908,90.0
-1.0045226,-0.12595905,171230130100560,1712301301,T77908,90.0
-1.0045226,-0.12595905,171230130100560,1712301301,T77908,90.0
-1.174766,-0.7367198,171230130100800,1712301301,T77908,90.0
