ecco_id,image_count
0262300800,2
0262300900,3
0262301200,5
0262301300,2
0262400200,6
0262401000,3
0262401100,82
0262401300,1
0262500200,2
0262500400,3
0262500500,1
0262500600,2
0262500800,1
0262500900,1
0262501000,5
0262501100,4
0262501200,4
0262600301,10
0262600302,8
0262600400,3
0262600601,11
0262600602,9
0262700103,6
0262700104,7
0262700200,2
0262700301,1
0262700302,1
0262700303,1
0262700304,1
0262700400,30
0262700500,2
0262700600,6
0262700700,4
0262700800,4
0262800101,6
0262800102,4
0262800103,3
0262800104,3
0262800200,1
0262800300,74
0262800400,69
0262800600,1
0262800700,19
0262800800,3
0262800900,1
0262801000,1
0262801100,4
0262801200,1
0262801500,1
0262801600,2
0262801700,1
0262900100,2
0262900300,2
0262900901,1
0262900902,1
0262901000,3
0262901100,10
0263000200,3
0263000300,13
0263200102,1
0263300301,16
0263300302,18
0263300400,144
0263300500,12
0263400100,3
0263400200,5
0263400400,3
0263400800,1
0263401000,11
0263401100,6
0263401200,6
0263500100,9
0263500300,4
0263500500,4
0263500901,66
0263500902,25
0263501000,36
0263501200,3
0263501400,4
0263600100,12
0263600201,7
0263600202,2
0263600203,2
0263600204,2
0263600205,1
0263600207,2
0263600208,2
0263600209,2
0263600210,2
0263700200,2
0263700300,15
0263700400,13
0263700500,105
0263700800,1
0263800200,1
0263800401,23
0263800402,8
0263800403,10
0263800500,2
0263900101,32
0263900102,27
0263900103,41
0263900104,50
0263900105,11
0264000106,16
0264000200,8
0264000300,21
0264100100,3
0264100301,1
0264100500,5
0264100600,92
0264100700,19
0264100800,9
0264100900,6
0264101000,6
0264101101,43
0264101102,10
0264200200,60
0264200300,2
0264200400,17
0264200600,8
0264200900,1
0264201000,1
0264201100,1
0264300100,10
0264300400,7
0264300800,4
0264400200,4
0264400500,8
0264400600,1
0264400700,1
0264400800,1
0264401000,5
0264500200,1
0264500300,3
0264500500,2
0264500800,2
0264500900,82
0264501000,15
0264501100,9
0264501200,18
0264501300,2
0264501400,11
0264501500,4
0264501600,2
0264600100,6
0264600200,16
0264600300,3
0264600500,4
0264600600,4
0264600700,17
0264600800,1
0264600900,30
0264601000,2
0264601200,12
0264601300,19
0264601400,1
0264601500,8
0264601600,4
0264700100,9
0264700200,1
0264700300,14
0264700400,3
0264700500,1
0264700600,20
0264800100,1
0264800200,1
0264800300,1
0264800400,1
0264800500,12
0264800600,29
0264800700,2
0264801400,23
0264900100,7
0264900200,3
0264900500,27
0264900900,4
0264901400,1
0264901500,70
0264901600,5
0265000100,1
0265000200,1
0265000300,1
0265000400,3
0265000800,16
0265001000,9
0265001200,3
0265001400,37
0265100101,24
0265100102,20
0265200200,6
0265200402,1
0265200900,3
0265201000,1
0265300300,4
0265300700,94
0265300800,2
0265300900,2
0265301000,1
0265301500,2
0265301600,35
0265301700,17
0265302100,4
0265400100,8
0265400400,7
0265400500,12
0265400700,37
0265400800,1
0265400900,6
0265401000,1
0265401200,4
0265401300,1
0265401400,1
0265401700,10
0265500101,14
0265500102,44
0265500201,1
0265500300,7
0265600100,10
0265600200,1
0265600400,1
0265600500,108
0265600700,32
0265600800,3
0265600900,21
0265601000,22
0265601100,6
0265601200,4
0265601400,7
0265700100,2
0265700500,2
0265700601,2
0265700700,5
0265700800,2
0265701001,7
0265701100,55
0265701200,14
0265800100,2
0265800200,26
0265800300,22
0265800400,2
0265800500,2
0265800600,1
0265800700,8
0265801400,1
0265900300,3
0265900600,1
0265900700,1
0265900800,1
0265900900,14
0265901100,1
0265901200,6
0266000200,3
0266000300,2
0266000400,8
0266000500,8
0266000900,10
0266001000,1
0266001100,5
0266001200,2
0266100100,6
0266100200,7
0266100800,4
0266101200,5
0266101300,3
0266101400,3
0266101500,1
0266101800,48
0266101900,1
0266102000,1
0266102200,4
0266200400,4
0266200500,1
0266200600,2
0266200700,37
0266200800,2
0266200900,2
0266201200,2
0266300100,5
0266300200,2
0266300400,3
0266300500,2
0266300600,7
0266300700,3
0266300800,23
0266301200,37
0266301300,25
0266301400,6
0266301500,1
0266301700,5
0266400200,28
0266400300,7
0266400400,7
0266400600,2
0266401100,4
0266401300,2
0266401400,8
0266500400,1
0266500500,6
0266500700,11
0266500800,7
0266501100,7
0266501200,19
0266501300,1
0266600100,8
0266600200,3
0266600400,5
0266600500,1
0266600600,6
0266600800,1
0266600900,4
0266601200,3
0266601600,11
0266601700,2
0266601900,1
0266700101,3
0266700600,2
0266700700,6
0266700800,4
0266700900,2
0266701000,6
0266701101,13
0266701102,18
0266800501,6
0266800502,4
0266801100,2
0266801500,1
0266900100,4
0266900300,5
0266900400,1
0266900500,3
0266900600,7
0266900900,3
0267000300,1
0267000400,2
0267000500,1
0267000600,2
0267001000,61
0267001100,4
0267001400,3
0267001600,3
0267100200,15
0267100801,1
0267100900,6
0267101200,4
0267101300,2
0267101400,3
0267101600,3
0267200100,9
0267200200,9
0267200301,20
0267200302,12
0267201100,4
0267201400,8
0267300200,1
0267300300,2
0267301200,4
0267301400,19
0267301500,7
0267301700,32
0267400300,15
0267400800,3
0267400900,3
0267401000,3
0267401100,20
0267500400,4
0267500800,1
0267501301,3
0267501302,2
0267600103,1
0267600104,2
0267600105,6
0267700200,1
0267700500,25
0267700700,16
0267700800,5
0267701100,7
0267800200,41
0267800300,2
0267800500,2
0267800700,2
0267800800,1
0267800900,1
0267801200,1
0267900101,1
0267900102,1
0267900201,1
0267900202,18
0267900203,10
0267900400,1
0267900500,1
0267900600,1
0268000300,19
0268000400,1
0268000600,3
0268000700,39
0268100101,5
0268100102,3
0268100201,72
0268100202,73
0268100501,82
0268100502,57
0268100600,3
0268200100,1
0268200601,18
0268200602,18
0268200700,1
0268200800,90
0268200900,5
0268201101,2
0268300100,10
0268300205,2
0268300500,2
0268400101,7
0268400102,3
0268400103,4
0268400104,4
0268400301,3
0268400302,3
0268400401,3
0268400402,3
0268400501,3
0268400502,2
0268400600,11
0268400700,11
0268500200,12
0268500401,37
0268500402,34
0268700200,10
0268700400,3
0268700501,6
0268700502,6
0268700601,5
0268700602,4
0268700800,3
0268800101,1
0268800102,1
0268800300,14
0268800400,13
0268800500,2
0268800600,6
0268800700,3
0268900100,29
0268900300,3
0268900500,128
0268900600,2
0268900700,13
0269000301,5
0269000302,6
0269001000,2
0269100100,4
0269100300,73
0269100400,13
0269200300,1
0269200400,1
0269300109,2
0269300110,2
0269300111,2
0269400117,2
0269400118,1
0269400201,4
0269400202,3
0269400203,4
0269500500,10
0269600100,1
0269600300,2
0269600500,6
0269700100,12
0269700300,1
0269700800,9
0269700900,4
0269800101,4
0269800102,1
0269900103,1
0269900104,2
0270000201,157
0270000202,30
0270100103,37
0270100106,55
0270100200,13
0270100300,1
0270200101,8
0270200102,6
0270200103,1
0270200104,3
0270200200,211
0270200301,39
0270300500,2
0270300800,4
0270300900,9
0270301000,8
0270301100,4
0270301200,2
0270301600,4
0270302000,3
0270302100,15
0270400300,3
0270400500,9
0270400900,5
0270401000,1
0270401100,6
0270401200,107
0270401300,10
0270500100,5
0270500200,91
0270500300,3
0270500600,1
0270500900,1
0270600200,4
0270600400,6
0270600700,3
0270600800,1
0270601200,2
0270601300,3
0270700300,2
0270700501,1
0270700600,6
0270700800,3
0270701000,2
0270701200,3
0270701300,1
0270701400,3
0270701600,2
0270800500,1
0270800700,1
0270900100,5
0270900400,2
0270900600,6
0270900700,4
0270901100,2
0270901200,14
0270901300,6
0270901400,8
0270901500,2
0270901600,8
0270901700,6
0270901800,11
0270902200,2
0270902600,3
0271000300,11
0271000600,2
0271000800,8
0271001000,1
0271001200,2
0271001300,2
0271001400,2
0271001500,2
0271001900,2
0271002000,2
0271002100,2
0271002200,6
0271002400,3
0271002500,3
0271100100,3
0271100200,2
0271100600,8
0271100700,1
0271100800,2
0271101200,4
0271101401,5
0271101402,4
0271200101,4
0271200102,1
0271200200,6
0271200400,5
0271200500,30
0271200600,4
0271200700,8
0271300400,2
0271300500,24
0271300600,1
0271300700,2
0271300800,6
0271300900,6
0271301100,2
0271301400,1
0271400100,2
0271400300,46
0271400400,7
0271400800,8
0271500900,20
0271501000,10
0271600100,2
0271600200,6
0271600300,2
0271600500,13
0271600600,1
0271600700,18
0271600800,1
0271600901,2
0271600902,3
0271600903,2
0271600904,2
0271601020,5
0271601121,5
0271700101,12
0271700300,3
0271700400,3
0271800206,46
0271800307,53
0271800408,27
0271800509,40
0271800610,20
0271800711,37
0271900200,10
0271900300,2
0271900522,5
0271900623,6
0271900724,5
0271900826,7
0272000115,6
0272000213,36
0272000314,6
0272100101,1
0272100102,1
0272100103,1
0272100104,1
0272200201,5
0272200202,3
0272200203,3
0272200204,4
0272200205,4
0272200206,4
0272200207,4
0272200208,8
0272200400,25
0272200500,2
0272200600,2
0272300101,2
0272300102,1
0272300103,2
0272300104,2
0272300105,1
0272300200,5
0272300500,7
0272300602,32
0272300603,62
0272400101,1
0272400102,2
0272400200,4
0272400300,8
0272400700,9
0272400800,10
0272400900,5
0272401300,3
0272401400,17
0272500100,6
0272500200,3
0272500300,1
0272500400,1
0272500501,2
0272500502,2
0272500600,2
0272500700,2
0272500800,4
0272500902,6
0272501001,3
0272501002,1
0272501101,3
0272501102,3
0272501201,2
0272501202,3
0272501301,9
0272501302,5
0272501303,6
0272501304,5
0272600100,3
0272600500,1
0272600703,3
0272600704,2
0272600800,1
0272600900,2
0272601000,9
0272700101,4
0272700102,3
0272700103,6
0272700104,3
0272700105,3
0272700106,5
0272700107,7
0272700201,5
0272700202,2
0272700301,6
0272700302,3
0272700303,3
0272700304,3
0272700401,2
0272700402,3
0272700403,3
0272700404,2
0272700500,38
0272700600,1
0272800100,15
0272900300,7
0272900400,7
0272900600,1
0272900701,10
0272900702,26
0272901100,6
0272901200,5
0273000100,31
0273000200,12
0273000300,2
0273000500,2
0273000600,14
0273000700,2
0273001200,2
0273001400,8
0273100401,70
0273100402,81
0273100500,12
0273100600,2
0273100800,3
0273100900,1
0273200100,100
0273200200,9
0273200300,5
0273200601,10
0273200602,9
0273200900,7
0273201000,3
0273201100,1
0273201400,13
0273201600,1
0273300300,1
0273300500,2
0273300700,2
0273300900,3
0273301000,4
0273301100,2
0273301200,3
0273301300,3
0273301400,1
0273301500,5
0273301800,1
0273301900,10
0273302000,1
0273302100,5
0273400101,5
0273400102,8
0273400103,6
0273400104,7
0273400105,14
0273400300,2
0273400400,6
0273500300,3
0273500400,2
0273500600,28
0273500700,2
0273500800,2
0273500900,2
0273501000,2
0273501100,8
0273501200,1
0273501400,2
0273501500,1
0273501600,3
0273501800,2
0273501900,1
0273502000,2
0273600104,1
0273600305,2
0273600600,2
0273600700,8
0273600802,26
0273600901,29
0273600902,57
0273601000,18
0273601100,23
0273700300,41
0273700400,3
0273700700,5
0273700900,13
0273701000,32
0273701101,59
0273701102,98
0273800100,48
0273800201,15
0273800302,28
0273800400,53
0273900800,1
0273900900,1
0273901000,2
0273901100,31
0273901200,2
0274000101,8
0274000102,6
0274100200,71
0274200100,1
0274200200,67
0274200300,2
0274200500,1
0274200600,1
0274201000,3
0274300100,39
0274300500,13
0274300600,66
0274300700,3
0274300800,2
0274300900,8
0274301300,2
0274301600,3
0274301700,1
0274301800,1
0274400100,16
0274400200,7
0274400401,133
0274400402,169
0274400500,48
0274400600,1
0274400700,2
0274400800,48
0274400900,137
0274401100,118
0274401200,190
0274401300,1
0274401400,17
0274500400,69
0274500600,3
0274500700,15
0274600300,1
0274600400,1
0274600700,3
0274600800,1
0274600900,133
0274601000,2
0274700100,2
0274700200,4
0274700400,48
0274700500,25
0274700801,2
0274700900,1
0274800103,4
0274900100,2
0274900200,5
0274900300,1
0274900400,5
0274900500,2
0274900600,7
0274900700,3
0274900900,1
0274901100,8
0274901200,1
0275000100,16
0275000201,8
0275000202,12
0275000300,3
0275100100,11
0275100200,9
0275100301,40
0275100302,3
0275100400,6
0275100500,33
0275100600,7
0275100800,3
0275200100,4
0275200500,1
0275200600,127
0275300101,1
0275300102,26
0275300200,5
0275300400,4
0275300600,2
0275300700,17
0275400101,1
0275400104,4
0275500101,7
0275500102,6
0275500103,8
0275500104,6
0275500105,3
0275500201,7
0275500300,10
0275500400,1
0275600100,2
0275600400,2
0275600600,1
0275600800,1
0275600900,1
0275601300,4
0275601500,2
0275601800,8
0275602100,1
0275602200,4
0275700200,13
0275700600,10
0275700800,8
0275701200,1
0275800400,2
0275800600,4
0275800900,2
0275801000,1
0275801700,6
0275802000,2
0275900300,2
0275900400,15
0276000100,4
0276000201,8
0276000500,1
0276000601,1
0276000800,3
0276000900,1
0276001000,9
0276001600,3
0276001700,29
0276001900,10
0276100101,46
0276100102,34
0276100200,24
0276100500,1
0276100600,4
0276100900,1
0276101200,1
0276200100,39
0276300100,4
0276300200,4
0276300300,1
0276300400,1
0276300900,23
0276301100,11
0276400100,3
0276400400,2
0276400600,1
0276400900,2
0276401000,8
0276401100,2
0276401300,32
0276401400,9
0276401500,3
0276500100,3
0276500200,1
0276500300,3
0276500700,2
0276501200,3
0276501300,2
0276501400,2
0276501500,2
0276600200,1
0276601200,2
0276601300,39
0276601400,5
0276601600,6
0276601700,7
0276601800,2
0276602400,3
0276602600,1
0276700100,3
0276701100,10
0276701200,4
0276701302,11
0276701400,36
0276800100,1
0276800400,4
0276800500,4
0276800700,55
0276801100,1
0276801200,3
0276801500,42
0276801700,1
0276801800,8
0276900100,2
0276900200,16
0276900300,1
0276900400,3
0276900500,10
0276900600,4
0276900700,8
0276900800,10
0276900900,6
0276901001,2
0276901002,5
0276901200,2
0277000100,102
0277000300,1
0277000500,3
0277000600,2
0277000800,29
0277000902,1
0277001000,4
0277001100,12
0277001200,19
0277001300,3
0277001500,18
0277001600,2
0277100101,2
0277100102,1
0277100200,24
0277100500,1
0277100601,214
0277100602,197
0277100703,225
0277100804,181
0277101000,2
0277101100,14
0277200100,9
0277200300,3
0277200500,3
0277200700,10
0277200800,1
0277200900,1
0277201200,3
0277201300,2
0277201400,1
0277201500,1
0277201600,21
0277201800,2
0277300100,1
0277300200,1
0277300300,3
0277300500,9
0277300600,3
0277300700,2
0277300800,4
0277300900,8
0277301000,2
0277301100,1
0277301300,11
0277400100,25
0277400200,3
0277400300,1
0277400600,1
0277400800,10
0277400901,147
0277400902,141
0277401000,1
0277500101,4
0277500102,4
0277500103,2
0277500104,3
0277500105,3
0277600100,8
0277600207,6
0277600300,11
0277600400,3
0277600600,2
0277600800,3
0277601100,2
0277601200,2
0277601300,3
0277601400,10
0277700100,9
0277700302,4
0277700400,50
0277700500,3
0277700700,2
0277700800,2
0277701100,2
0277701200,2
0277701300,4
0277701500,4
0277800100,63
0277800300,14
0277800400,5
0277800500,3
0277800600,1
0277800700,74
0277800800,77
0277801000,2
0277801100,2
0277900100,8
0277900300,2
0277900400,1
0277900500,4
0277901000,2
0277901100,4
0277901200,6
0277901500,2
0277901800,42
0278000100,2
0278000300,5
0278000600,1
0278000900,2
0278001000,4
0278001100,1
0278001300,4
0278100300,32
0278100400,6
0278100600,1
0278100800,2
0278200200,30
0278200401,6
0278200402,4
0278200500,2
0278200600,1
0278200900,2
0278300400,3
0278300800,1
0278300900,5
0278301300,1
0278400100,1
0278400200,2
0278400300,2
0278400700,1
0278400901,30
0278400902,30
0278401000,16
0278401100,15
0278401300,12
0278401500,5
0278500200,6
0278500400,1
0278500500,4
0278600400,6
0278600500,2
0278600800,5
0278601000,4
0278700200,31
0278700600,8
0278700700,3
0278700900,10
0278800200,7
0278800300,6
0278800400,3
0278800500,33
0278800800,6
0278800900,3
0278900100,16
0278900200,3
0278900300,6
0278900500,15
0278900600,1
0278900800,3
0279000400,20
0279000700,6
0279000800,65
0279000901,6
0279000902,1
0279100100,11
0279100200,4
0279100300,8
0279100400,9
0279100500,22
0279100600,7
0279100700,19
0279100800,15
0279100900,12
0279101000,24
0279101100,32
0279200200,3
0279200300,1
0279200400,3
0279200600,2
0279200700,1
0279200800,3
0279200900,2
0279201000,1
0279201200,4
0279201300,55
0279201400,1
0279201500,4
0279201600,6
0279201700,4
0279300100,2
0279300200,32
0279300400,6
0279300500,2
0279300600,2
0279300700,1
0279300800,1
0279301000,2
0279301100,27
0279301200,29
0279301300,16
0279301400,7
0279301700,3
0279301800,3
0279400100,1
0279400400,47
0279400500,2
0279400600,2
0279500101,2
0279500102,7
0279600400,8
0279700101,9
0279700103,11
0279700104,10
0279700105,11
0279700106,10
0279700107,9
0279700108,11
0279800102,21
0279800203,43
0279800304,31
0279800405,25
0279800500,2
0279900300,2
0279900501,4
0280000101,3
0280000102,4
0280000103,4
0280000104,4
0280000105,3
0280100101,29
0280100102,42
0280100200,18
0280100300,1
0280100800,4
0280100900,6
0280101000,2
0280101100,1
0280101400,10
0280200500,276
0280200600,9
0280200700,38
0280200900,2
0280300100,32
0280300400,3
0280300500,2
0280300700,1
0280300900,44
0280301100,5
0280301201,1
0280301400,9
0280301500,5
0280301600,19
0280400100,14
0280400300,39
0280400400,2
0280400800,5
0280400900,9
0280500300,4
0280500400,6
0280500500,3
0280500800,41
0280501000,2
0280600200,9
0280600300,1
0280600700,3
0280600800,14
0280601000,1
0280700400,13
0280700700,4
0280800300,7
0280800400,1
0280800501,17
0280900100,3
0280900300,1
0280900400,10
0280900600,12
0280900700,3
0280900800,1
0281000100,5
0281000400,7
0281000500,7
0281000600,3
0281000800,5
0281000900,6
0281001000,6
0281001100,1
0281001300,8
0281100100,1
0281100300,2
0281100400,14
0281100500,3
0281100700,1
0281101300,2
0281101400,3
0281200100,8
0281200201,42
0281200202,37
0281300201,1
0281300202,1
0281300400,3
0281300700,2
0281300800,2
0281300900,1
0281400100,77
0281400200,23
0281400302,1
0281500107,1
0281500200,1
0281500300,3
0281500400,1
0281500500,2
0281500600,1
0281500800,4
0281500900,3
0281600300,64
0281600600,2
0281600700,2
0281700200,3
0281700300,3
0281701400,21
0281701500,2
0281800101,1
0281800102,2
0281800103,1
0281800105,1
0281800106,1
0281800107,1
0281800108,1
0281900202,1
0281901000,18
0281901100,213
0282000101,5
0282000102,2
0282000200,1
0282000300,1
0282000401,5
0282000402,15
0282000403,9
0282000404,3
0282000501,2
0282000502,2
0282000503,2
0282000504,1
0282000505,1
0282100106,1
0282100107,1
0282100200,3
0282100300,11
0282100401,3
0282100402,2
0282100500,45
0282100601,1
0282100700,3
0282200200,9
0282200300,4
0282200400,17
0282200600,4
0282200800,93
0282201100,1
0282201200,24
0282300100,7
0282300300,3
0282300401,4
0282300402,2
0282400100,4
0282400200,14
0282400300,31
0282400400,41
0282400500,13
0282400600,2
0282400700,8
0282400900,20
0282401000,4
0282401100,5
0282401200,4
0282401300,7
0282500100,7
0282500403,1
0282600400,39
0282700301,1
0282700302,1
0282700400,165
0282700500,23
0282700600,3
0282800100,37
0282800200,5
0282800300,1
0282800500,4
0282800600,39
0282800700,27
0282800800,130
0282800900,1
0282900100,13
0282900300,1
0282900400,7
0282900600,3
0282900800,5
0282901000,4
0283000100,1
0283000200,13
0283000300,12
0283000400,39
0283000500,3
0283000600,2
0283000700,4
0283100101,6
0283100102,6
0283100300,13
0283100406,1
0283100500,48
0283200200,1
0283200300,13
0283200500,1
0283200600,17
0283200700,2
0283200802,1
0283200900,2
0283300301,8
0283300302,7
0283300500,1
0283300600,2
0283300800,3
0283300900,40
0283301000,3
0283301300,63
0283301400,72
0283500100,27
0283500200,30
0283500300,6
0283500400,47
0283500500,22
0283500600,67
0283500700,4
0283500800,1
0283600300,7
0283600401,11
0283600402,9
0283600403,5
0283600404,5
0283600405,8
0283700106,6
0283700107,2
0283700108,4
0283700109,2
0283700200,1
0283700300,1
0283800402,1
0283900300,1
0283900600,1
0284000300,3
0284000400,4
0284000500,4
0284001000,4
0284001300,2
0284100400,1
0284101000,1
0284200200,1
0284200400,1
0284200600,2
0284200900,2
0284300300,2
0284400200,1
0284400800,2
0284400900,2
0284401000,12
0284401600,17
0284500600,3
0284500900,3
0284600200,7
0284700500,1
0284700700,2
0284701200,2
0284701300,1
0284800300,1
0284801100,41
0284801400,5
0284900100,29
0285000100,129
0285100300,3
0285100400,9
0285100500,52
0285300100,1
0285400100,121
0285500100,64
0285500600,3
0285500800,1
0285600600,1
0285700100,3
0285800200,128
0285900200,1
0285900300,2
0285900400,2
0286200100,1
0286200200,1
0286200500,2
0286300101,1
0286300102,5
0286300200,2
0286300300,2
0286300500,2
0286400100,1
0286400800,1
0286401400,1
0286401600,1
0286402100,1
0286402400,1
0286402600,54
0286500401,62
0286600102,48
0286600202,1
0286700103,2
0286700200,18
0286700400,2
0286700500,3
0286700700,3
0286700900,2
0286900200,4
0287000300,1
0287100200,1
0287100500,60
0287100901,1
0287200200,2
0287200400,7
0287200500,30
0287200700,1
0287201000,3
0287201300,3
0287201400,2
0287201500,2
0287201600,3
0287201800,32
0287201900,5
0287202000,1
0287300100,12
0287300200,3
0287300300,20
0287300400,4
0287300500,1
0287300700,12
0287400100,1
0287400401,7
0287400402,6
0287400500,10
0287400700,23
0287400800,4
0287401100,1
0287500101,2
0287500301,11
0287600400,24
0287600500,3
0287600600,35
0287600700,1
0287600900,6
0287601100,2
0287601200,1
0287601300,7
0287601400,1
0287700101,3
0287700102,2
0287700200,2
0287700300,2
0287700500,1
0287700600,1
0287700700,17
0287701000,5
0287701100,4
0287800100,1
0287800200,1
0287800600,1
0287800700,1
0287800900,1
0287900200,1
0287900300,6
0287900500,30
0287900600,7
0287900800,6
0287900900,7
0287901100,1
0287901200,1
0287901300,28
0287901400,4
0287901700,20
0288000100,8
0288000200,1
0288000500,2
0288000700,6
0288100101,1
0288100102,1
0288200300,3
0288200500,2
0288200600,2
0288201200,1
0288201400,1
0288201500,1
0288201600,2
0288201900,3
0288202100,1
0288202200,2
0288202400,4
0288300100,3
0288300200,7
0288300300,4
0288300401,2
0288300402,1
0288300404,1
0288400105,2
0288400500,16
0288400700,17
0288400800,13
0288400900,23
0288401000,5
0288401100,10
0288500101,1
0288500102,1
0288500200,69
0288600102,29
0288600201,16
0288600202,21
0288600203,12
0288600204,15
0288600400,4
0288600600,3
0288600800,14
0288600900,1
0288700100,2
0288700200,2
0288700300,8
0288700401,4
0288700402,2
0288700502,4
0288700600,6
0288700700,1
0288900200,3
0288900300,4
0288900600,10
0288900700,3
0289000100,98
0289100100,6
0289100300,2
0289100400,3
0289100500,5
0289100600,4
0289100800,3
0289101000,5
0289300400,3
0289300500,5
0289300701,40
0289300702,16
0289300800,1
0289400101,1
0289400300,1
0289600200,20
0289700100,3
0289700200,1
0289700301,4
0289700302,6
0289700501,27
0289700502,19
0289700600,1
0289700700,92
0289700800,1
0289800200,6
0289800500,25
0289800600,6
0289800700,2
0289800800,2
0289801101,9
0289801102,2
0289900100,3
0289900200,24
0289900500,25
0289900602,2
0290000100,3
0290000201,1
0290000202,3
0290000500,5
0290000800,1
0290100101,30
0290100102,49
0290100103,22
0290100201,19
0290100202,12
0290100302,1
0290100401,6
0290100402,2
0290100501,9
0290100502,5
0290200100,7
0290200200,3
0290200301,3
0290200302,11
0290200400,26
0290200600,2
0290200700,14
0290200800,1
0290201001,2
0290201002,2
0290201100,39
0290300100,3
0290300401,9
0290300402,5
0290400100,4
0290400500,2
0290400601,32
0290400602,29
0290400800,36
0290500200,6
0290500300,1
0290600301,5
0290600402,2
0290600503,2
0290600604,2
0290600705,2
0290700106,2
0290700107,6
0290700200,39
0290700300,2
0290700500,44
0290800100,3
0290800500,3
0290801000,1
0290801800,1
0290801900,1
0290802200,3
0290802301,20
0290802302,8
0290802500,1
0290802800,3
0290802900,2
0290803200,1
0290803500,2
0290900100,28
0290900200,30
0291000301,1
0291000400,1
0291000900,7
0291001100,1
0291100100,18
0291100200,8
0291100400,37
0291100500,2
0291100900,1
0291101003,47
0291101004,43
0291200100,1
0291200201,19
0291200202,19
0291200300,2
0291200402,1
0291200500,34
0291200600,2
0291300100,21
0291300200,2
0291300300,5
0291300400,4
0291300501,40
0291300502,24
0291300503,22
0291300504,58
0291300601,5
0291300602,1
0291400103,1
0291400104,4
0291400203,1
0291400206,1
0291500100,20
0291500200,4
0291500301,16
0291500302,10
0291500303,11
0291500304,14
0291500400,13
0291500600,1
0291500700,4
0291500801,2
0291500802,2
0291501000,2
0291501100,5
0291600100,1
0291600300,53
0291600700,8
0291600900,48
0291601000,6
0291700101,8
0291700103,4
0291700104,3
0291800201,2
0291800202,4
0291800203,2
0291800301,10
0291800302,9
0291800303,10
0291800600,1
0291900101,8
0291900102,7
0291900103,10
0291900104,8
0291900105,10
0291900106,11
0291900107,8
0292000108,7
0292000109,10
0292000110,7
0292000111,10
0292000112,5
0292000113,5
0292000114,8
0292100115,7
0292100116,13
0292100117,10
0292100118,9
0292100119,9
0292100120,8
0292100121,6
0292200122,13
0292200123,15
0292200124,11
0292200125,10
0292200126,10
0292200127,9
0292200128,9
0292300129,5
0292300130,7
0292300131,10
0292300132,10
0292300133,6
0292300134,9
0292300200,3
0292400100,2
0292401200,2
0292401700,8
0292402200,2
0292402500,1
0292500500,4
0292500600,2
0292501300,1
0292501400,1
0292501900,4
0292502100,11
0292502200,1
0292502301,8
0292502302,4
0292502303,8
0292502304,7
0292600105,8
0292600106,6
0292600107,10
0292600108,7
0292600109,5
0292600110,8
0292600111,4
0292600112,6
0292600200,3
0292600300,2
0292600700,1
0292700100,1
0292700300,8
0292700600,3
0292700700,1
0292700800,6
0292700900,30
0292701100,4
0292701200,9
0292701300,59
0292800100,1
0292800600,20
0292800700,14
0292800800,2
0292900200,8
0292900300,1
0292900600,1
0292902300,2
0293000101,61
0293000102,32
0293100103,57
0293100104,62
0293200105,27
0293200106,11
0293200107,17
0293300100,282
0293300200,1
0293300301,26
0293300302,30
0293300303,17
0293300400,2
0293300700,6
0293300900,5
0293301000,3
0293400600,1
0293400900,2
0293401000,5
0293401200,2
0293401300,2
0293401400,1
0293401600,1
0293401900,1
0293402000,3
0293402100,2
0293500200,1
0293600200,1
0293600600,2
0293601000,1
0293601600,5
0293601700,1
0293601800,2
0293601900,3
0293602100,2
0293602200,2
0293700100,1
0293700300,1
0293700800,6
0293700900,2
0293701100,2
0293701200,26
0293701300,3
0293701400,19
0293701500,1
0293701700,2
0293800100,1
0293800200,1
0293800300,1
0293800500,1
0293800600,2
0293800700,2
0293800900,1
0293801000,2
0293801100,6
0293801200,16
0293801300,5
0293801700,2
0293802200,1
0293802300,3
0293900100,1
0293900700,10
0293900800,2
0293901700,3
0293902100,4
0293902400,1
0294100100,6
0294100300,85
0294200100,94
0294200200,2
0294200600,27
0294300100,14
0294300200,1
0294300300,5
0294300600,1
0294300700,5
0294300800,1
0294400100,4
0294400301,162
0294400302,22
0294400800,1
0294500300,2
0294500501,6
0294500502,5
0294500503,4
0294600104,4
0294600300,1
0294600400,9
0294600500,5
0294600700,4
0294600800,3
0294600900,7
0294601000,1
0294601100,2
0294601200,2
0294601300,29
0294700401,12
0294700402,1
0294700600,9
0294800100,1
0294800300,2
0294800400,2
0294800500,3
0294800600,7
0294800800,2
0294801100,1
0294801200,1
0294900101,10
0294900102,36
0295000101,49
0295000102,49
0295100103,39
0295100104,34
0295200105,40
0295200106,36
0295200301,1
0295300101,1
0295300300,2
0295300700,1
0295300800,6
0295400101,1
0295400600,2
0295400700,2
0295400800,1
0295400901,27
0295400902,34
0295400903,30
0295400904,18
0295500102,1
0295600108,1
0295600109,2
0295600112,1
0295700116,1
0295700200,7
0295700400,79
0295700500,15
0295800300,2
0295800500,6
0295800800,68
0295800900,1
0295801300,5
0295900100,17
0295900500,61
0295900600,14
0295900700,1
0295900801,5
0295900802,7
0295901300,2
0295901400,4
0295901500,4
0295901600,8
0296000100,4
0296000200,2
0296000300,1
0296000500,29
0296000601,86
0296000602,27
0296000700,7
0296000900,4
0296001000,7
0296001200,1
0296001300,1
0296001600,9
